2023, 0, -7.203590, 36.152723, 6, 14.400000, 4.064000
2023, 1, 8.231896, 33.670522, 5, 21.600000, 4.064000
2023, 2, 14.754469, 41.661091, 4, 18.000000, 49.816552
2023, 3, 18.907276, 45.371451, 6, 14.400000, 77.666461
2023, 4, 29.635777, 35.980842, 8, 21.600000, 58.973503
2023, 5, 28.334283, 33.709197, 10, 28.800000, 34.907709
2023, 6, 28.234520, 26.178213, 12, 36.000000, 8.128000
2023, 7, 27.924682, 21.038648, 11, 43.200000, 10.160000
2023, 8, 23.673871, 19.141372, 10, 39.600000, 12.192000
2023, 9, 8.025759, 25.383281, 9, 36.000000, 11.176000
2023, 10, 8.557614, 19.752433, 8, 32.400000, 10.160000
2023, 11, 3.753921, 25.359370, 7, 28.800000, 9.144000
2024, 0, 5.623798, 37.664205, 6, 25.200000, 8.128000
2024, 1, 1.961242, 42.526145, 5, 21.600000, 7.112000
2024, 2, 16.960350, 43.949895, 4, 18.000000, 47.567838
2024, 3, 25.368245, 43.982044, 6, 14.400000, 39.920485
2024, 4, 27.946421, 42.472495, 8, 21.600000, 21.532070
2024, 5, 25.778609, 28.828214, 10, 28.800000, 6.096000
2024, 6, 36.906425, 27.943210, 9, 36.000000, 8.128000
2024, 7, 28.663428, 19.594211, 8, 32.400000, 10.160000
2024, 8, 25.247476, 21.371707, 7, 28.800000, 9.144000
2024, 9, 12.964359, 21.872698, 6, 25.200000, 28.812696
2024, 10, 5.503799, 28.206391, 8, 21.600000, 15.276032
2024, 11, 1.075240, 25.491412, 7, 28.800000, 6.096000
2025, 0, 2.765865, 35.628964, 6, 25.200000, 8.128000
2025, 1, 9.982524, 41.726775, 5, 21.600000, 14.264829
2025, 2, 14.756294, 40.912643, 7, 18.000000, 60.808270
2025, 3, 19.598211, 42.108234, 9, 25.200000, 74.208242
2025, 4, 26.618275, 42.204187, 11, 32.400000, 48.154788
2025, 5, 30.109355, 30.324477, 13, 39.600000, 15.452447
2025, 6, 38.037927, 27.650841, 12, 46.800000, 11.176000
2025, 7, 24.037213, 18.977793, 11, 43.200000, 13.208000
2025, 8, 17.594759, 21.638742, 10, 39.600000, 24.586234
2025, 9, 10.266418, 25.451586, 9, 36.000000, 19.557524
2025, 10, 1.568620, 23.305869, 8, 32.400000, 10.160000
2025, 11, -1.825480, 27.980608, 7, 28.800000, 9.144000
2026, 0, -7.071743, 34.900164, 6, 25.200000, 8.128000
2026, 1, 6.247228, 39.087488, 5, 21.600000, 7.112000
2026, 2, 12.247838, 39.970838, 4, 18.000000, 37.381982
2026, 3, 21.245465, 39.895535, 6, 14.400000, 48.827582
2026, 4, 29.924639, 35.468228, 8, 21.600000, 30.110560
2026, 5, 33.094800, 37.477705, 10, 28.800000, 6.096000
2026, 6, 30.880258, 31.619211, 9, 36.000000, 8.128000
2026, 7, 27.752635, 26.969422, 8, 32.400000, 10.160000
2026, 8, 19.699724, 17.558436, 7, 28.800000, 10.851899
2026, 9, 8.725204, 23.658924, 6, 25.200000, 8.128000
2026, 10, 10.279045, 22.364684, 5, 21.600000, 12.049955
2026, 11, 2.037794, 24.755812, 4, 18.000000, 6.096000
2027, 0, 2.327658, 32.311904, 3, 14.400000, 5.080000
2027, 1, 2.370288, 37.735722, 2, 10.800000, 4.064000
2027, 2, 16.419826, 40.823652, 2, 7.200000, 58.868224
2027, 3, 16.372200, 40.716066, 4, 7.200000, 112.914183
2027, 4, 23.778280, 40.541217, 6, 14.400000, 106.540202
2027, 5, 35.039885, 35.333296, 8, 21.600000, 87.744489
2027, 6, 35.045242, 23.847142, 10, 28.800000, 63.360721
2027, 7, 30.796797, 24.748722, 12, 36.000000, 33.417260
2027, 8, 23.013501, 20.279264, 14, 43.200000, 10.160000
2027, 9, 9.786017, 20.942273, 13, 50.400000, 12.192000
2027, 10, 3.042984, 26.065696, 12, 46.800000, 14.224000
2027, 11, -5.613136, 32.563720, 11, 43.200000, 13.208000
2028, 0, -6.223687, 33.808716, 10, 39.600000, 12.192000
2028, 1, 0.145550, 38.005747, 9, 36.000000, 11.176000
2028, 2, 9.658375, 42.432279, 8, 32.400000, 10.160000
2028, 3, 16.617042, 42.932786, 7, 28.800000, 45.100561
2028, 4, 28.214361, 39.728302, 9, 25.200000, 26.902309
2028, 5, 37.249608, 37.266500, 11, 32.400000, 7.112000
2028, 6, 36.380124, 23.813435, 10, 39.600000, 9.144000
2028, 7, 33.920309, 19.564566, 9, 36.000000, 11.176000
2028, 8, 17.296609, 20.866212, 8, 32.400000, 28.234934
2028, 9, 13.447105, 20.202441, 10, 28.800000, 45.045211
2028, 10, 1.684278, 25.474969, 12, 36.000000, 15.179589
2028, 11, 4.240369, 23.768135, 11, 43.200000, 10.160000
Year, Month, Temperature, Precipitation, Rabbits, Fertilizer, Grass Height 
